0,0
1,0
2,0
3,0
4,0
5,0
6,0.089408
7,0.31293
8,0.49174
9,0.75997
10,2.6822
11,6.2138
12,9.1643
13,11.489
14,11.176
15,12.696
16,14.439
17,15.468
18,16.317
19,17.166
20,17.837
21,18.865
22,19.58
23,19.759
24,19.401
25,19.044
26,18.016
27,17.524
28,17.166
29,17.166
30,17.524
31,17.345
32,17.345
33,16.317
34,14.439
35,12.338
36,9.969
37,7.7338
38,5.1409
39,2.5928
40,0.53645
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0.35763
50,4.1128
51,6.6609
52,8.1361
53,9.9243
54,12.159
55,14.037
56,15.11
57,16.63
58,18.239
59,19.67
60,20.698
61,21.279
62,22.128
63,22.888
64,23.693
65,24.319
66,24.855
67,25.213
68,25.079
69,25.124
70,24.945
71,24.632
72,24.319
73,24.23
74,24.319
75,24.23
76,23.917
77,23.38
78,23.246
79,23.201
80,23.157
81,23.201
82,23.246
83,23.47
84,23.872
85,24.542
86,25.392
87,26.286
88,27.091
89,27.851
90,28.7
91,29.594
92,30.309
93,31.024
94,31.472
95,31.561
96,31.606
97,31.427
98,30.488
99,29.728
100,29.013
101,28.476
102,27.94
103,27.269
104,26.509
105,25.794
106,25.034
107,24.364
108,23.604
109,22.888
110,22.128
111,21.458
112,20.698
113,19.67
114,18.373
115,17.345
116,16.853
117,16.362
118,15.78
119,13.411
120,10.908
121,8.8514
122,6.9291
123,4.828
124,2.8163
125,1.4305
126,0.93878
127,0.53645
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,1.207
137,4.1128
138,7.1973
139,10.148
140,13.054
141,15.289
142,17.345
143,19.223
144,20.251
145,20.921
146,21.458
147,22.128
148,22.486
149,23.023
150,23.335
151,23.514
152,23.693
153,24.051
154,24.051
155,24.051
156,24.408
157,25.168
158,25.437
159,25.973
160,26.107
161,26.644
162,26.778
163,26.912
164,27.046
165,26.688
166,26.062
167,25.973
168,25.839
169,25.615
170,25.705
171,25.302
172,25.481
173,25.302
174,25.258
175,25.124
176,25.213
177,25.302
178,25.213
179,25.079
180,25.034
181,24.989
182,24.498
183,24.23
184,24.408
185,23.335
186,24.453
187,24.9
188,25.481
189,25.928
190,25.973
191,26.554
192,26.778
193,27.269
194,27.448
195,27.672
196,27.94
197,27.94
198,28.029
199,27.806
200,27.94
201,28.208
202,28.029
203,28.074
204,28.163
205,28.655
206,28.566
207,28.655
208,28.745
209,28.834
210,29.013
211,29.192
212,29.505
213,29.505
214,29.683
215,28.655
216,28.432
217,28.566
218,28.655
219,28.476
220,28.745
221,28.7
222,28.566
223,28.7
224,28.342
225,28.61
226,28.566
227,28.61
228,28.521
229,28.61
230,28.298
231,28.342
232,28.566
233,28.61
234,28.745
235,28.968
236,29.102
237,28.61
238,28.7
239,28.208
240,28.476
241,28.208
242,28.476
243,28.387
244,28.163
245,28.208
246,28.163
247,28.298
248,28.342
249,28.298
250,27.94
251,27.94
252,28.119
253,28.074
254,27.806
255,27.895
256,27.851
257,27.851
258,27.895
259,27.761
260,27.94
261,28.074
262,27.851
263,27.851
264,27.895
265,27.672
266,28.074
267,28.074
268,27.851
269,28.074
270,27.895
271,27.761
272,27.672
273,27.627
274,27.761
275,27.761
276,27.761
277,27.716
278,27.895
279,27.806
280,27.806
281,27.895
282,28.029
283,27.985
284,28.476
285,28.745
286,28.968
287,29.102
288,29.46
289,29.549
290,29.952
291,30.041
292,30.175
293,30.533
294,30.533
295,30.756
296,30.89
297,31.024
298,32.053
299,32.232
300,33.483
301,32.455
302,32.276
303,32.276
304,32.187
305,32.41
306,32.544
307,32.5
308,32.097
309,31.919
310,31.784
311,31.784
312,31.695
313,31.74
314,31.74
315,31.829
316,32.232
317,32.455
318,32.902
319,33.439
320,33.841
321,34.556
322,35.048
323,35.45
324,34.958
325,33.975
326,33.796
327,34.154
328,34.69
329,34.869
330,35.361
331,35.54
332,35.718
333,35.718
334,35.897
335,35.897
336,35.54
337,35.54
338,35.361
339,35.182
340,34.69
341,34.198
342,33.215
343,32.455
344,31.65
345,30.22
346,29.683
347,29.817
348,29.549
349,29.46
350,29.594
351,29.549
352,29.996
353,30.13
354,30.533
355,30.533
356,30.712
357,30.488
358,30.443
