359,30.399
360,29.996
361,29.683
362,29.549
363,29.37
364,29.505
365,29.683
366,29.505
367,29.639
368,29.952
369,30.175
370,30.354
371,30.443
372,30.622
373,30.801
374,30.667
375,31.024
376,31.024
377,31.024
378,31.293
379,31.472
380,31.561
381,31.695
382,31.427
383,31.561
384,31.427
385,31.159
386,31.248
387,31.337
388,31.114
389,30.98
390,31.248
391,31.159
392,31.069
393,31.248
394,31.382
395,31.382
396,31.382
397,31.74
398,31.65
399,31.695
400,31.606
401,31.695
402,31.829
403,31.874
404,31.65
405,31.829
406,32.053
407,32.142
408,32.455
409,32.321
410,32.321
411,32.232
412,32.187
413,32.142
414,32.455
415,32.544
416,32.723
417,32.232
418,31.963
419,31.695
420,31.472
421,31.516
422,31.695
423,31.382
424,31.74
425,31.382
426,31.427
427,30.89
428,30.756
429,30.488
430,30.533
431,30.488
432,30.265
433,30.086
434,30.175
435,30.22
436,30.22
437,30.041
438,29.952
439,29.639
440,29.773
441,29.594
442,29.683
443,29.46
444,29.549
445,29.281
446,27.806
447,27.806
448,27.448
449,27.314
450,27.448
451,27.314
452,27.448
453,27.448
454,27.627
455,27.627
456,27.627
457,27.627
458,27.806
459,27.627
460,27.806
461,27.985
462,27.806
463,27.985
464,27.806
465,27.985
466,27.985
467,28.163
468,27.985
469,27.806
470,27.314
471,26.599
472,26.286
473,25.392
474,24.9
475,24.185
476,23.023
477,21.994
478,21.815
479,21.279
480,20.072
481,18.552
482,16.63
483,15.468
484,14.752
485,13.054
486,9.969
487,7.9126
488,7.7338
489,6.2585
490,4.4704
491,2.6822
492,0.89408
493,0
494,0
495,0
496,0
497,0
498,0
499,0
500,0
501,0.089408
502,1.967
503,4.5151
504,6.9738
505,9.2984
506,11.221
507,12.383
508,12.606
509,11.981
510,11.087
511,10.014
512,7.6444
513,5.0515
514,3.0846
515,3.3528
516,4.9621
517,6.8844
518,8.8961
519,10.818
520,12.115
521,12.741
522,12.606
523,11.444
524,9.7007
525,7.7338
526,5.4092
527,3.3528
528,2.5928
529,1.0729
530,0.53645
531,0.84937
532,2.9952
533,5.2751
534,7.5103
535,9.7007
536,11.578
537,12.383
538,12.517
539,12.115
540,10.908
541,9.0302
542,6.795
543,4.1575
544,2.2352
545,1.2964
546,1.0729
547,3.7551
548,6.035
549,7.9573
550,9.9243
551,11.712
552,13.411
553,13.322
554,11.623
555,9.5219
556,7.242
557,5.0962
558,2.9505
559,1.1623
560,0
561,0
562,0
563,0
564,0
565,0
566,0
567,0
568,0.13411
569,2.861
570,5.6774
571,8.5831
572,10.64
573,12.606
574,15.602
575,16.764
576,18.016
577,20.117
578,22.307
579,23.067
580,22.888
581,22.62
582,22.307
583,21.368
584,19.938
585,18.418
586,16.898
587,14.931
588,12.517
589,10.595
590,8.4043
591,5.7668
592,2.7716
593,0.98349
594,0
595,0
596,0
597,0
598,0
599,0
600,0
